Name,Facility ID (CCN),Parent System/Company,PE Firm,Currently PE?,State,Address,City,Zip,County,Date last acquired by PE,Previous Owner Type,Hospital Ownership,Type,Region,Payment Designation,Hospital Overall Rating,Rural?,RUCA,FORHP Rural/Urban,CSBA Rural/Urban,FIPS,Sale-leaseback,HCRIS Acute,HCRIS Beds,POS Certified Beds,POS Total Beds,PSF Beds,Emergency Services,Phone
MARSHFIELD MEDICAL CENTER,520037,,,N,WI,611 ST JOSEPH AVE,MARSHFIELD,54449,WOOD,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,SCH,2,1,4,Rural,Micro,55141,,184,,504,504,183,Yes,(715) 387-7850
MARSHFIELD MEDICAL CENTER - BEAVER DAM,520076,,,N,WI,707 S UNIVERSITY AVE,BEAVER DAM,53916,DODGE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,3,1,4,Rural,Micro,55027,,48,,125,125,123,Yes,(920) 887-7181
MARSHFIELD MEDICAL CENTER - EAU CLAIRE,520210,,,N,WI,2310 CRAIG RD,EAU CLAIRE,54701,EAU CLAIRE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,,1,Urban,Metro,55035,,44,,44,44,42,Yes,(715) 858-8100
MARSHFIELD MEDICAL CENTER - LADYSMITH,521328,,,N,WI,900 COLLEGE AVE WEST,LADYSMITH,54848,RUSK,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,55107,,25,,25,25,,Yes,(715) 532-5561
MARSHFIELD MEDICAL CENTER - MINOCQUA,520212,,,N,WI,9576 HIGHWAY 70,MINOCQUA,54548,ONEIDA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,Not Available,1,10,Rural,Neither,55085,,19,,19,19,1,Yes,(715) 358-1710
MARSHFIELD MEDICAL CENTER - NEILLSVILLE,521323,,,N,WI,N3708 RIVER AVE,NEILLSVILLE,54456,CLARK,,,Voluntary non-profit - Church,Critical Access Hospitals,Midwest ,CAH,Not Available,1,10,Rural,Neither,55019,,25,,25,25,,Yes,(715) 743-3101
MARSHFIELD MEDICAL CENTER - PARK FALLS,521325,,,N,WI,98 SHERRY AVE,PARK FALLS,54552,PRICE,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,10,Rural,Neither,55099,,24,,15,15,,Yes,(715) 762-7500
MARSHFIELD MEDICAL CENTER - RICE LAKE,520011,,,N,WI,1700 WEST STOUT STREET,RICE LAKE,54868,BARRON,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH,4,1,7,Rural,Neither,55005,,40,,75,75,37,Yes,(715) 234-1515
MARSHFIELD MEDICAL CENTER - WESTON,520202,,,N,WI,3400 MINISTRY PARKWAY,WESTON,54476,MARATHON,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,,1,Urban,Metro,55073,,99,,86,86,96,Yes,(715) 393-3000
MARTHA'S VINEYARD HOSPITAL INC,221300,,,N,MA,"ONE HOSPITAL ROAD, FIRST FL, WING 5,  PO BOX 1477",OAK BLUFFS,2557,DUKES,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,5,1,4,Rural,Micro,25007,,25,,19,19,,Yes,(508) 693-0410
Martin ACH (FT Benning),11032F,,,N,GA,7950 Martin Loop,Fort Benning,31905,CHATTAHOOCHEE,,,Department of Defense,Acute Care - Department of Defense,South ,,Not Available,,,,,,,,,,,,Yes,
MARTIN COUNTY HOSPITAL DISTRICT,451333,,,N,TX,600 E INTERSTATE 20     PO BOX 640,STANTON,79782,MARTIN,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,Not Available,1,2,Rural,Metro,48317,,18,,18,18,,Yes,(432) 756-3345
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",050779,,,N,CA,1680 EAST 120TH STREET,LOS ANGELES,90059,LOS ANGELES,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,5,,1,Urban,Metro,6037,,131,,131,131,128,Yes,(424) 835-6808
MARY BRECKINRIDGE ARH HOSPITAL,181316,,,N,KY,130 KATE IRELAND DRIVE,HYDEN,41749,LESLIE,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,10,Rural,Neither,21131,,25,,25,25,,Yes,(606) 672-2901
MARY BRIDGE CHILDREN'S HOSPITAL,503301,,,N,WA,317 MARTIN LUTHER KING JR W BOX 5299,TACOMA,98415,PIERCE,,,Voluntary non-profit - Other,Childrens,West ,,Not Available,,1,Urban,Metro,53053,,,,68,68,,Yes,(253) 403-1400
MARY GREELEY MEDICAL CENTER,160030,,,N,IA,1111 DUFF AVENUE,AMES,50010,STORY,,,Government - Local,Acute Care Hospitals,Midwest ,RRC,4,1,1,Urban,Metro,19169,,158,,220,220,148,Yes,(515) 239-2011
MARY HITCHCOCK MEMORIAL HOSPITAL,300003,,,N,NH,1 MEDICAL CENTER DRIVE,LEBANON,3756,GRAFTON,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,SCH/RRC,3,1,4,Rural,Micro,33009,,401,,396,396,380,Yes,(603) 650-5000
MARY HURLEY HOSPITAL,371319,,,N,OK,6 NORTH COVINGTON,COALGATE,74538,COAL,,,Non-profit,Critical Access Hospitals,South ,CAH,Not Available,1,10,Rural,Neither,40029,,20,,20,20,,Yes,(580) 927-2327
MARY IMMACULATE HOSPITAL,490041,,,N,VA,2 BERNARDINE DRIVE,NEWPORT NEWS,23602,NEWPORT NEWS CITY,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,4,,1,Urban,Metro,51700,,115,,110,110,118,Yes,(757) 886-6000
MARY IMOGENE BASSETT HOSPITAL,330136,,,N,NY,ONE ATWELL ROAD,COOPERSTOWN,13326,OTSEGO,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,SCH/RRC,1,1,10,Rural,Micro,36077,,160,,180,180,159,Yes,(607) 547-3456
MARY LANNING HEALTHCARE,280032,,,N,NE,715 N ST JOSEPH AVE,HASTINGS,68901,ADAMS,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,PPS,4,1,4,Rural,Micro,31001,,97,,163,163,90,Yes,(402) 461-5108
MARY RUTAN HOSPITAL,360197,,,N,OH,205 PALMER AVENUE,BELLEFONTAINE,43311,LOGAN,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH,5,1,4,Rural,Micro,39091,,39,,115,115,36,Yes,(937) 599-7002
MARY S HARPER GERIATRIC PSYCHIATRY CENTER,014012,,,N,AL,201 UNIVERSITY BLVD,TUSCALOOSA,35401,TUSCALOOSA,,,Government - State,Psychiatric,South ,,Not Available,,1,Urban,Metro,1125,,,126,96,96,,Yes,(205) 759-0900
"MARY WASHINGTON HOSPITAL, INC",490022,,,N,VA,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,22401,FREDERICKSBURG CITY,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,51630,,431,,451,451,408,Yes,(540) 741-1100
MARYMOUNT HOSPITAL,360143,,,N,OH,12300 MCCRACKEN ROAD,GARFIELD HEIGHTS,44125,CUYAHOGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,,1,Urban,Metro,39035,,194,,349,349,194,Yes,(216) 581-0500
MASON DISTRICT HOSPITAL,141313,,,N,IL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,62644,MASON,,,Government - Hospital District or Authority,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,17125,,25,,25,25,,Yes,(309) 543-4431
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,501336,,,N,WA,901 MT VIEW DRIVE,SHELTON,98584,MASON,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,2,1,3,Rural,Micro,53045,,25,,25,25,,Yes,(360) 426-1611
MASONICARE HEALTH CENTER,070039,,,N,CT,22 MASONIC AVE,WALLINGFORD,6492,NEW HAVEN,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,Not Available,,1,Urban,Metro,9009,,30,,91,91,30,No,(203) 679-5900
MASSAC MEMORIAL HOSPITAL,141323,FastHealth Corporation,,N,IL,"28 CHICK STREET, PO BOX 850",METROPOLIS,62960,MASSAC,,,Proprietary,Critical Access Hospitals,Midwest ,CAH,5,1,5,Rural,Micro,17127,,25,,25,25,,Yes,(618) 524-2176
MASSACHUSETTS EYE AND EAR INFIRMARY -,220075,,,N,MA,243 CHARLES STREET,BOSTON,2114,SUFFOLK,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,Not Available,,1,Urban,Metro,25025,,41,,42,42,39,Yes,(617) 523-7900
MASSACHUSETTS GENERAL HOSPITAL,220071,,,N,MA,55 FRUIT STREET,BOSTON,2114,SUFFOLK,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,5,1,1,Urban,Metro,25025,,995,,907,907,970,Yes,(617) 724-9725
MASSENA HOSPITAL INC,330223,,,N,NY,1 HOSPITAL DRIVE,MASSENA,13662,ST. LAWRENCE,,,Government - Local,Acute Care Hospitals,Northeast ,SCH,1,1,4,Rural,Micro,36089,,25,,25,25,47,Yes,(315) 764-1711
MAT-SU REGIONAL MEDICAL CENTER,020006,,,N,AK,2500 SOUTH WOODWORTH LOOP,PALMER,99645,MATANUSKA-SUSITNA,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,SCH,3,1,4,Rural,Metro,2170,,125,,74,74,64,Yes,(907) 861-6000
MATAGORDA REGIONAL MEDICAL CENTER,450465,,,N,TX,104 7TH STREET,BAY CITY,77414,MATAGORDA,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,3,1,2,Rural,Micro,48321,,46,,58,58,40,Yes,(979) 245-6383
"MATHENY SCHOOL & HOSPITAL, THE",312014,,,N,NJ,65 HIGHLAND AVENUE,PEAPACK,7977,,,,,LTACH,Northeast ,,,,1,Urban,Metro,34035,,,101,102,102,,,(908) 234-0011
MAUI MEMORIAL MEDICAL CENTER,120002,,,N,HI,221 MAHALANI STREET,WAILUKU,96793,MAUI,,,Government - State,Acute Care Hospitals,West ,SCH,3,1,1,Urban,Metro,15009,,219,,213,213,210,No,(808) 244-9056
MAURY REGIONAL HOSPITAL,440073,,,N,TN,1224 TROTWOOD AVE,COLUMBIA,38401,MAURY,,,Government - Local,Acute Care Hospitals,South ,RRC,4,1,4,Rural,Metro,47119,,255,,258,258,241,Yes,(931) 381-1111
MAYERS MEMORIAL HOSPITAL,051305,,,N,CA,43563 HWY 299 EAST,FALL RIVER MILLS,96028,SHASTA,,,Voluntary non-profit - Other,Critical Access Hospitals,West ,CAH,Not Available,1,10,Rural,Metro,6089,,16,,22,121,,Yes,(530) 336-5511
MAYHILL HOSPITAL,670010,Universal Health Systems,,N,TX,2809 SOUTH MAYHILL ROAD,DENTON,76208,DENTON,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,,1,Urban,Metro,48121,,4,,59,59,4,No,(940) 239-3000
MAYO CLINIC,100151,,,N,FL,4500 SAN PABLO RD,JACKSONVILLE,32224,DUVAL,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,5,1,1,Urban,Metro,12031,,304,,304,304,290,Yes,(904) 953-2000
MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,240043,,,N,MN,404 WEST FOUNTAIN STREET,ALBERT LEA,56007,FREEBORN,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH,4,1,4,Rural,Micro,27047,,82,,159,181,155,Yes,(507) 377-6452
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,240166,,,N,MN,"800 MEDICAL CENTER DRIVE, PO BOX 800",FAIRMONT,56031,MARTIN,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH,3,1,7,Rural,Micro,27091,,55,,57,57,53,Yes,(507) 238-5070
MAYO CLINIC HEALTH SYSTEM - LAKE CITY,241338,,,N,MN,500 WEST GRANT STREET,LAKE CITY,55041,WABASHA,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,5,Rural,Micro,27049,,18,,18,18,,Yes,(651) 345-5955
MAYO CLINIC HEALTH SYSTEM - MANKATO,240093,,,N,MN,1025 MARSH STREET,MANKATO,56001,BLUE EARTH,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH/RRC,4,1,1,Urban,Metro,27013,,161,,272,272,150,Yes,(507) 594-2646
MAYO CLINIC HEALTH SYSTEM - RED WING,240018,,,N,MN,701 HEWITT BOULEVARD,RED WING,55066,GOODHUE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,1,4,Rural,Micro,27049,,50,,50,50,49,Yes,(651) 267-5000
MAYO CLINIC HEALTH SYSTEM - ST JAMES,241333,,,N,MN,1101 MOULTON AND PARSONS DRIVE,ST JAMES,56081,WATONWAN,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,27165,,25,,25,25,,Yes,(507) 375-8601
MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,520070,,,N,WI,1221 WHIPPLE ST,EAU CLAIRE,54703,EAU CLAIRE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,5,1,1,Urban,Metro,55035,,186,,304,304,194,Yes,(715) 838-3311
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,241346,,,N,MN,32021 COUNTY 24 BOULEVARD,CANNON FALLS,55009,GOODHUE,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,2,Rural,Micro,27049,,15,,15,15,,Yes,(507) 263-6000
MAYO CLINIC HEALTH SYSTEM-CHIPPEWA VALLEY,521314,,,N,WI,1501 THOMPSON ST,BLOOMER,54724,CHIPPEWA,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Metro,55017,,25,,15,15,,Yes,(715) 568-2000
MAYO CLINIC HEALTH SYSTEM-FRANCISCAN HEALTHCARE,520004,,,N,WI,700 WEST AVENUE SOUTH,LA CROSSE,54601,LA CROSSE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,5,1,1,Urban,Metro,55063,,140,,345,345,135,Yes,(608) 785-0940
MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE,241361,,,N,MN,301 2ND STREET NORTHEAST,NEW PRAGUE,56071,SCOTT,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,2,Urban,Metro,27139,,20,,25,25,,Yes,(952) 758-4431
MAYO CLINIC HEALTH SYSTEM-NORTHLAND,521315,,,N,WI,1222 E WOODLAND AVE,BARRON,54812,BARRON,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,2,1,7,Rural,Neither,55005,,25,,25,29,,Yes,(715) 537-3186
MAYO CLINIC HEALTH SYSTEM-OAKRIDGE,521302,,,N,WI,13025 8TH ST,OSSEO,54758,TREMPEALEAU,,,Voluntary non-profit - Other,Critical Access Hospitals,Midwest ,CAH,Not Available,1,2,Rural,Neither,55121,,18,,18,18,,Yes,(715) 597-3121
MAYO CLINIC HEALTH SYSTEM-RED CEDAR,521340,,,N,WI,2321 STOUT RD,MENOMONIE,54751,DUNN,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,4,1,4,Rural,Micro,55033,,25,,25,25,,Yes,(715) 235-5531
MAYO CLINIC HEALTH SYSTEM-WASECA,241345,,,N,MN,501 NORTH STATE STREET,WASECA,56093,WASECA,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,27161,,15,,25,25,,Yes,(507) 835-1210
MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,521305,,,N,WI,310 W MAIN ST,SPARTA,54656,MONROE,,,Voluntary non-profit - Church,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,55081,,25,,25,25,,Yes,(608) 269-2132
MAYO CLINIC HOSPITAL,030103,,,N,AZ,5777 EAST MAYO BOULEVARD,PHOENIX,85054,MARICOPA,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,RRC,5,1,1,Urban,Metro,4013,,295,,280,280,250,Yes,(480) 342-4201
MAYO CLINIC HOSPITAL ROCHESTER,240010,,,N,MN,1216 SECOND STREET SOUTHWEST,ROCHESTER,55902,OLMSTED,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,SCH,5,1,1,Urban,Metro,27109,,1111,,2059,2059,1137,Yes,(507) 255-1991
MC DONOUGH DISTRICT HOSPITAL,140089,,,N,IL,525 EAST GRANT STREET,MACOMB,61455,MC DONOUGH,,,Government - Hospital District or Authority,Acute Care Hospitals,Midwest ,SCH,3,1,4,Rural,Micro,17109,,45,,144,144,45,Yes,(309) 833-4101
MCALESTER REGIONAL HEALTH CENTER,370034,,,N,OK,1 CLARK BASS BOULEVARD,MCALESTER,74501,PITTSBURG,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,SCH/RRC,1,1,4,Rural,Micro,40121,,117,,182,187,113,Yes,(918) 426-1800
MCBRIDE ORTHOPEDIC HOSPITAL,370222,,,N,OK,9600 NORTH BROADWAY EXTENSION,OKLAHOMA CITY,73114,OKLAHOMA,,,Physician,Acute Care Hospitals,South ,PPS,5,,1,Urban,Metro,40109,,68,,75,75,68,Yes,(405) 486-2212
MCCAMEY HOSPITAL,451309,,,N,TX,2500 HWY 305 SOUTH,MCCAMEY,79752,UPTON,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,Not Available,1,10,Rural,Neither,48461,,11,,14,14,,Yes,(432) 652-8626
MCCONE COUNTY HEALTH CENTER,271305,,,N,MT,605 SULLIVAN AVE,CIRCLE,59215,MCCONE,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,1,10,Rural,Neither,30055,,25,,25,25,,Yes,(406) 485-3381
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,360046,,,N,OH,110 NORTH POPLAR STREET,OXFORD,45056,BUTLER,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,1,4,Rural,Metro,39017,,45,,94,94,43,Yes,(513) 523-2111
MCCURTAIN MEMORIAL HOSPITAL,371342,,,N,OK,1301 LINCOLN ROAD,IDABEL,74745,MCCURTAIN,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,7,Rural,Neither,40089,,25,,25,25,,Yes,(580) 286-7623
MCDOWELL ARH HOSPITAL,181331,,,N,KY,9879 KENTUCKY ROUTE 122,MC DOWELL,41647,FLOYD,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,10,Rural,Neither,21071,,25,,25,25,,Yes,(606) 377-3400
MCGEHEE HOSPITAL,041308,,,N,AR,900 SOUTH THIRD STREET,MCGEHEE,71654,DESHA,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,7,Rural,Neither,5041,,25,,25,25,,Yes,(870) 222-5600
MCKAY DEE HOSPITAL,460004,,,N,UT,4401 HARRISON BOULEVARD,OGDEN,84403,WEBER,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,4,,1,Urban,Metro,49057,,231,,321,321,237,Yes,(801) 387-2800
MCKEE MEDICAL CENTER,060030,,,N,CO,2000 BOISE AVE,LOVELAND,80538,LARIMER,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,4,,1,Urban,Metro,8069,,101,,115,115,108,Yes,(970) 669-4640
MCKENZIE COUNTY HEALTHCARE SYSTEMS INC,351302,,,N,ND,709 4TH AVE NE,WATFORD CITY,58854,MCKENZIE,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,10,Rural,Neither,38053,,24,,24,24,,Yes,(701) 842-3000
MCKENZIE HEALTH SYSTEM,231314,,,N,MI,120 N DELAWARE STREET,SANDUSKY,48471,SANILAC,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,26151,,25,,25,25,,Yes,(810) 648-3770
MCLAREN BAY REGION,230041,,,N,MI,1900 COLUMBUS AVE,BAY CITY,48708,BAY,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,3,1,1,Urban,Metro,26017,,304,,387,387,260,Yes,(989) 894-3000
MCLAREN BAY SPECIAL CARE,232020,McLaren Health Care,,N,MI,"3250 E MIDLAND RD, SUITE 1",BAY CITY,48706,,,,,LTACH,Midwest ,,,,1,Urban,Metro,26017,,,31,31,31,,,(989) 667-6802
MCLAREN CARO REGION,231329,,,N,MI,401 N HOOPER ST,CARO,48723,TUSCOLA,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,26157,,25,,25,25,,Yes,(989) 673-3141
MCLAREN CENTRAL MICHIGAN,230080,,,N,MI,1221 SOUTH DRIVE,MOUNT PLEASANT,48858,ISABELLA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,5,1,4,Rural,Micro,26073,,49,,151,151,87,Yes,(989) 772-6700
MCLAREN FLINT,230141,,,N,MI,401 S BALLENGER HIGHWAY,FLINT,48532,GENESEE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,2,1,1,Urban,Metro,26049,,293,,368,368,289,Yes,(810) 342-2000
MCLAREN GREATER LANSING,230167,,,N,MI,401 W GREENLAWN AVE,LANSING,48910,INGHAM,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,3,1,1,Urban,Metro,26065,,237,,363,363,248,Yes,(517) 975-6000
MCLAREN LAPEER REGION,230193,,,N,MI,1375 N MAIN ST,LAPEER,48446,LAPEER,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,MDH,4,1,4,Rural,Metro,26087,,94,,183,183,105,Yes,(810) 667-5582
MCLAREN MACOMB,230227,,,N,MI,1000 HARRINGTON ST,MOUNT CLEMENS,48043,MACOMB,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,2,1,1,Urban,Metro,26099,,279,,288,288,232,Yes,(586) 493-8000
MCLAREN NORTHERN MICHIGAN,230105,,,N,MI,416 CONNABLE AVE,PETOSKEY,49770,EMMET,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,SCH/RRC,5,1,7,Rural,Neither,26047,,170,,229,243,169,Yes,(231) 487-4000
MCLAREN OAKLAND,230207,,,N,MI,50 N PERRY ST,PONTIAC,48342,OAKLAND,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,3,,1,Urban,Metro,26125,,105,,308,308,100,Yes,(248) 338-5000
MCLAREN PORT HURON,230216,,,N,MI,1221 PINE GROVE AVE,PORT HURON,48060,ST. CLAIR,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,3,,1,Urban,Metro,26147,,163,,163,163,145,Yes,(810) 987-5000
MCLAREN ST LUKE'S,360090,,,N,OH,5901 MONCLOVA ROAD,MAUMEE,43537,LUCAS,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,PPS,2,,1,Urban,Metro,39095,,163,,215,215,148,Yes,(419) 893-5901
MCLAREN THUMB REGION,230118,McLaren Health Care,,N,MI,1100 S VAN DYKE RD,BAD AXE,48413,,,,,,Midwest ,SCH,,1,8,Rural,Neither,26063,,31,,64,64,32,,(989) 269-9521
MCLAREN THUMB REGION,231340,,,N,MI,1100 S VAN DYKE RD,BAD AXE,48413,HURON,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,,Not Available,1,,,,,,,,,,,Yes,
MCLEAN HOSPITAL CORPORATION,224007,,,N,MA,115 MILL STREET,BELMONT,2478,MIDDLESEX,,,Voluntary non-profit - Private,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,25017,,,219,324,324,,No,(617) 855-3450
MCLEOD HEALTH CHERAW,420107,McLeod Health,,N,SC,711 CHESTERFIELD HIGHWAY,CHERAW,29520,CHESTERFIELD,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,3,1,7,Rural,Neither,45025,MPT,48,,59,59,42,Yes,(843) 537-7881
MCLEOD HEALTH CLARENDON,420109,,,N,SC,10 EAST HOSPITAL STREET,MANNING,29102,CLARENDON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,3,1,7,Rural,Metro,45027,,49,,50,81,43,Yes,(803) 435-8463
MCLEOD LORIS  HOSPITAL,420105,,,N,SC,3655 MITCHELL STREET,LORIS,29569,HORRY,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,3,1,10,Rural,Metro,45051,,165,,105,105,152,No,(843) 716-7000
MCLEOD MEDICAL CENTER - DILLON,420005,,,N,SC,301 E JACKSON STREET PO BOX 1327,DILLON,29536,DILLON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,1,7,Rural,Neither,45033,,72,,92,92,66,Yes,(843) 774-4111
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,420051,,,N,SC,555 E CHEVES ST BOX 8700,FLORENCE,29506,FLORENCE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,3,1,1,Urban,Metro,45041,,524,,461,461,485,Yes,(843) 777-2900
MCPHERSON HOSPITAL INC,170105,,,N,KS,1000 HOSPITAL DRIVE,MCPHERSON,67460,MCPHERSON,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,MDH,3,1,4,Rural,Micro,20113,,37,,49,49,35,Yes,(620) 241-2250
MEADE DISTRICT HOSPITAL,171321,,,N,KS,510 EAST CARTHAGE,MEADE,67864,MEADE,,,Government - Hospital District or Authority,Critical Access Hospitals,Midwest ,CAH,Not Available,1,10,Rural,Neither,20119,,20,,25,25,,Yes,(620) 873-2141
MEADOWBROOK REHABILITATION HOSPITAL,173033,Recover Care,,N,KS,427 WEST MAIN STREET,GARDNER,66030,,,,,Rehabilitation hospital,Midwest ,,,,1,Urban,Metro,20091,,,54,54,54,,,(913) 856-8747
MEADOWS PSYCHIATRIC CENTER,394040,Universal Health Systems,,N,PA,132 MEADOWS DRIVE,CENTRE HALL,16828,CENTRE,,,Proprietary,Psychiatric,Northeast ,,Not Available,,2,Urban,Metro,42027,,,119,101,101,,Yes,(814) 364-2161
MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,084003,Acadia Healthcare,,N,DE,575 SOUTH DUPONT HIGHWAY,NEW CASTLE,19720,NEW CASTLE,,,Proprietary,Psychiatric,South ,,Not Available,,1,Urban,Metro,10003,,,100,120,120,,No,(302) 328-3330
MEADVILLE MEDICAL CENTER,390113,,,N,PA,751 LIBERTY STREET,MEADVILLE,16335,CRAWFORD,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,SCH/RRC,4,1,4,Rural,Micro,42039,,161,,189,203,136,Yes,(814) 333-5000
MEASE COUNTRYSIDE HOSPITAL,100265,,,N,FL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,34695,PINELLAS,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,4,1,1,Urban,Metro,12103,,299,,300,300,267,Yes,(727) 734-6950
MEASE DUNEDIN HOSPITAL,100043,,,N,FL,601 MAIN ST,DUNEDIN,34698,PINELLAS,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,4,,1,Urban,Metro,12103,,112,,507,507,101,Yes,(727) 733-1111
MEDICAL ARTS HOSPITAL,450489,,,N,TX,2200 N BRYAN AVE,LAMESA,79331,DAWSON,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,Not Available,1,4,Rural,Micro,48115,,22,,21,21,21,Yes,(806) 872-2183
